"IP adresse des initial packets","Port des initial packets","IP adresse des Empfänger","Port des Empfänger","Timestamp initial packet received","Timestamp retry packet sent","Timestamp retry answer packet","durationAfterRetry","Token des Retry Packet","Token der Retry Antwort","SCID des inital packet","SCID des retry packet","DCID des retry packet","SCID der retry Antwort","DCID der retry Antwort","Validation"
"192.168.188.31","54513","/192.168.188.42","443","2022-01-13T00:46:39.398380","2022-01-13T00:46:39.858014","2022-01-13T00:46:40.094901","236","8e68b8f3f6afce3e33a520d314e6561e80a92281c0049d53dd592282374ca61ad31b0efa64","8e68b8f3f6afce3e33a520d314e6561e80a92281c0049d53dd592282374ca61ad31b0efa64","044104627337ae4e","837add74","044104627337ae4e","044104627337ae4e","837add74","true"
